"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2UW7WH77","journalArticle","2026","Rukmono, Satrio A.; Zamfirov, Filip; Ochoa, Lina; Pex, Floris; Chaudron, Michel R. V.","An explanation of software architecture explanations","Empirical Software Engineering","","1382-3256, 1573-7616","10.1007/s10664-025-10782-3","https://link.springer.com/10.1007/s10664-025-10782-3","","2026-05","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","59","","3","31","","Empir Software Eng","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7TXI94Z","journalArticle","2023","Ullah, Tahir; Khan, Javed Ali; Khan, Nek Dil; Yasin, Affan; Arshad, Hasna","Exploring and mining rationale information for low-rating software applications","Soft Computing","","1432-7643, 1433-7479","10.1007/s00500-023-09054-3","https://link.springer.com/10.1007/s00500-023-09054-3","","2023-08-05","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","","","Soft Comput","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RDWPPIVH","bookSection","2024","Adil, Mahum; Fronza, Ilenia; Sievi-Korte, Outi; Pahl, Claus","Are Architecture Design Decisions in Distributed Teams Supported by Tools?","Enterprise Information Systems","978-3-031-64747-5 978-3-031-64748-2","","10.1007/978-3-031-64748-2_17","https://link.springer.com/10.1007/978-3-031-64748-2_17","","2024","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","348-365","","","518","","","","","","","","Springer Nature Switzerland","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Business Information Processing DOI: 10.1007/978-3-031-64748-2_17","","","","","","Filipe, Joaquim; Śmiałek, Michał; Brodsky, Alexander; Hammoudi, Slimane","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELE885AH","book","2024","","Enterprise Information Systems: 25th International Conference, ICEIS 2023, Prague, Czech Republic, April 24–26, 2023, Revised Selected Papers, Part I","","978-3-031-64747-5 978-3-031-64748-2","","10.1007/978-3-031-64748-2","https://link.springer.com/10.1007/978-3-031-64748-2","","2024","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","518","","","Enterprise Information Systems","Lecture Notes in Business Information Processing","","","","Springer Nature Switzerland","Cham","en","https://www.springernature.com/gp/researchers/text-and-data-mining","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-031-64748-2","","","","","","Filipe, Joaquim; Śmiałek, Michał; Brodsky, Alexander; Hammoudi, Slimane","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZHWRJC5","bookSection","2024","Díaz-Pace, J. Andrés; Tommasel, Antonela; Capilla, Rafael","Helping Novice Architects to Make Quality Design Decisions Using an LLM-Based Assistant","Software Architecture","978-3-031-70796-4 978-3-031-70797-1","","10.1007/978-3-031-70797-1_21","https://link.springer.com/10.1007/978-3-031-70797-1_21","","2024","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","324-332","","","14889","","","","","","","","Springer Nature Switzerland","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/978-3-031-70797-1_21","","","","","","Galster, Matthias; Scandurra, Patrizia; Mikkonen, Tommi; Oliveira Antonino, Pablo; Nakagawa, Elisa Yumi; Navarro, Elena","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SX8Q3MQQ","book","2024","","Software Architecture: 18th European Conference, ECSA 2024, Luxembourg City, Luxembourg, September 3–6, 2024, Proceedings","","978-3-031-70796-4 978-3-031-70797-1","","10.1007/978-3-031-70797-1","https://link.springer.com/10.1007/978-3-031-70797-1","","2024","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","14889","","","Software Architecture","Lecture Notes in Computer Science","","","","Springer Nature Switzerland","Cham","en","https://www.springernature.com/gp/researchers/text-and-data-mining","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-031-70797-1","","","","","","Galster, Matthias; Scandurra, Patrizia; Mikkonen, Tommi; Oliveira Antonino, Pablo; Nakagawa, Elisa Yumi; Navarro, Elena","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QX992MLK","bookSection","2026","Zabardast, Ehsan; Paudel, Bhuwan; Gonzalez-Huerta, Javier","Architecture Degradation at Scale: Challenges and Insights from Practice","Product-Focused Software Process Improvement","978-3-032-12088-5 978-3-032-12089-2","","10.1007/978-3-032-12089-2_30","https://link.springer.com/10.1007/978-3-032-12089-2_30","","2026","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","451-460","","","16361","","","Architecture Degradation at Scale","","","","","Springer Nature Switzerland","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/978-3-032-12089-2_30","","","","","","Scanniello, Giuseppe; Lenarduzzi, Valentina; Romano, Simone; Vegas, Sira; Francese, Rita","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IW8VCQY2","book","2026","","Product-Focused Software Process Improvement: 26th International Conference, PROFES 2025, Salerno, Italy, December 1–3, 2025, Proceedings","","978-3-032-12088-5 978-3-032-12089-2","","10.1007/978-3-032-12089-2","https://link.springer.com/10.1007/978-3-032-12089-2","","2026","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","16361","","","Product-Focused Software Process Improvement","Lecture Notes in Computer Science","","","","Springer Nature Switzerland","Cham","en","https://www.springernature.com/gp/researchers/text-and-data-mining","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-032-12089-2","","","","","","Scanniello, Giuseppe; Lenarduzzi, Valentina; Romano, Simone; Vegas, Sira; Francese, Rita","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3SEVQ8B","bookSection","2026","Pegado, Antonio Monte; Camarinha-Matos, Luis M.; Rocha, Andre Dionisio","A Brief Survey on Human-AI Collaboration for Architecture Design of Industrial Systems","Hybrid Human-AI Collaborative Networks","978-3-032-05672-6 978-3-032-05673-3","","10.1007/978-3-032-05673-3_4","https://link.springer.com/10.1007/978-3-032-05673-3_4","","2026","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","55-74","","","770","","","","","","","","Springer Nature Switzerland","Cham","en","","","","","DOI.org (Crossref)","","Series Title: IFIP Advances in Information and Communication Technology DOI: 10.1007/978-3-032-05673-3_4","","","","","","Camarinha-Matos, Luis M.; Ortiz, Angel; Boucher, Xavier; Lucas Soares, Antonio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6F8UG5S","book","2026","","Hybrid Human-AI Collaborative Networks: 26th IFIP WG 5.5 SOCOLNET Working Conference on Virtual Enterprises, PRO-VE 2025, Porto, Portugal, October 27-29, 2025, Proceedings, Part I","","978-3-032-05672-6 978-3-032-05673-3","","10.1007/978-3-032-05673-3","https://link.springer.com/10.1007/978-3-032-05673-3","","2026","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","770","","","Hybrid Human-AI Collaborative Networks","IFIP Advances in Information and Communication Technology","","","","Springer Nature Switzerland","Cham","en","https://www.springernature.com/gp/researchers/text-and-data-mining","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-032-05673-3","","","","","","Camarinha-Matos, Luis M.; Ortiz, Angel; Boucher, Xavier; Lucas Soares, Antonio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXE9BS56","journalArticle","2026","Panchal, Mihir; Deo, Arnav; Prabhu, Varad; Doshi, Prinkal; Bhadane, Chetashri; Bari, Pranit","LEDGE : Leveraging dependency graphs for enhanced context aware documentation generation","Automated Software Engineering","","0928-8910, 1573-7535","10.1007/s10515-026-00596-y","https://link.springer.com/10.1007/s10515-026-00596-y","","2026-12","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","51","","2","33","","Autom Softw Eng","LEDGE","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J8MS54LV","bookSection","2025","Somda, Flavien Hervé; Guel, Désiré","A Structured Metamodel for Architecture Debt Management","Towards New e-Infrastructure and e-Services for Developing Countries","978-3-032-01903-5 978-3-032-01904-2","","10.1007/978-3-032-01904-2_2","https://link.springer.com/10.1007/978-3-032-01904-2_2","","2025","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","15-33","","","652","","","","","","","","Springer Nature Switzerland","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering DOI: 10.1007/978-3-032-01904-2_2","","","","","","Koné, Tiémoman; Sere, Abdoulaye; Kouamé, Koffi Fernand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DY957S5Y","book","2025","","Towards New e-Infrastructure and e-Services for Developing Countries: 16th International Conference, AFRICOMM 2024, Abidjan, Côte d’Ivoire, November 27–29, 2024, Proceedings, Part I","","978-3-032-01903-5 978-3-032-01904-2","","10.1007/978-3-032-01904-2","https://link.springer.com/10.1007/978-3-032-01904-2","","2025","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","652","","","Towards New e-Infrastructure and e-Services for Developing Countries","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","Springer Nature Switzerland","Cham","en","https://www.springernature.com/gp/researchers/text-and-data-mining","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-032-01904-2","","","","","","Koné, Tiémoman; Sere, Abdoulaye; Kouamé, Koffi Fernand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TVE644M3","bookSection","2024","Ekert, Damjan; Povirnaru, Elena-Flavia; Gasch, Andreas; Mayer, Ralf; Norimatsu, So; Feulner, Alexander; Kurz-Grießnig, Brigitte; Lindermuth, Peter; Dreves, Rainer; Grave, Rudolf; Messnarz, Richard","Analysis of Automotive SPICE V4.0 Changes","Systems, Software and Services Process Improvement","978-3-031-71138-1 978-3-031-71139-8","","10.1007/978-3-031-71139-8_22","https://link.springer.com/10.1007/978-3-031-71139-8_22","","2024","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","339-352","","","2179","","","","","","","","Springer Nature Switzerland","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Communications in Computer and Information Science DOI: 10.1007/978-3-031-71139-8_22","","","","","","Yilmaz, Murat; Clarke, Paul; Riel, Andreas; Messnarz, Richard; Greiner, Christian; Peisl, Thomas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V9H8P3FM","book","2024","","Systems, Software and Services Process Improvement: 31st European Conference, EuroSPI 2024, Munich, Germany, September 4–6, 2024, Proceedings, Part I","","978-3-031-71138-1 978-3-031-71139-8","","10.1007/978-3-031-71139-8","https://link.springer.com/10.1007/978-3-031-71139-8","","2024","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","2179","","","Systems, Software and Services Process Improvement","Communications in Computer and Information Science","","","","Springer Nature Switzerland","Cham","en","https://www.springernature.com/gp/researchers/text-and-data-mining","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-031-71139-8","","","","","","Yilmaz, Murat; Clarke, Paul; Riel, Andreas; Messnarz, Richard; Greiner, Christian; Peisl, Thomas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GGLG9NNU","bookSection","2023","Borowa, Klara; Lewanczyk, Rafał; Stpiczyńska, Klaudia; Stradomski, Patryk; Zalewski, Andrzej","What Rationales Drive Architectural Decisions? An Empirical Inquiry","Software Architecture","978-3-031-42591-2 978-3-031-42592-9","","10.1007/978-3-031-42592-9_21","https://link.springer.com/10.1007/978-3-031-42592-9_21","","2023","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","303-318","","","14212","","","What Rationales Drive Architectural Decisions?","","","","","Springer Nature Switzerland","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/978-3-031-42592-9_21","","","","","","Tekinerdogan, Bedir; Trubiani, Catia; Tibermacine, Chouki; Scandurra, Patrizia; Cuesta, Carlos E.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QAGESPKN","book","2023","","Software Architecture: 17th European Conference, ECSA 2023, Istanbul, Turkey, September 18–22, 2023, Proceedings","","978-3-031-42591-2 978-3-031-42592-9","","10.1007/978-3-031-42592-9","https://link.springer.com/10.1007/978-3-031-42592-9","","2023","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","14212","","","Software Architecture","Lecture Notes in Computer Science","","","","Springer Nature Switzerland","Cham","en","https://www.springernature.com/gp/researchers/text-and-data-mining","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-031-42592-9","","","","","","Tekinerdogan, Bedir; Trubiani, Catia; Tibermacine, Chouki; Scandurra, Patrizia; Cuesta, Carlos E.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4LSPCB36","bookSection","2026","Djurica, Djordje; Franzoi, Sandro; Spiekermann-Hoff, Sarah","Operationalizing Responsible BPM: A Method for Value-Based Process Redesign","Business Process Management: Responsible BPM Forum, Process Technology Forum, Educators Forum","978-3-032-02935-5 978-3-032-02936-2","","10.1007/978-3-032-02936-2_7","https://link.springer.com/10.1007/978-3-032-02936-2_7","","2026","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","72-86","","","565","","","Operationalizing Responsible BPM","","","","","Springer Nature Switzerland","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Business Information Processing DOI: 10.1007/978-3-032-02936-2_7","","","","","","Er, Mahendrawathi; Gal, Avigdor; Grisold, Thomas; Santoro, Flavia; Weske, Mathias; Dijkman, Remco M.; Karastoyanova, Dimka; Aysolmaz, Banu; Bandara, Wasana; Revoredo, Kate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9H4K74JZ","book","2026","","Business Process Management: Responsible BPM Forum, Process Technology Forum, Educators Forum: BPM 2025 RBPM, PT, and Educators Forum, Seville, Spain, August 31 – September 5, 2025, Proceedings","","978-3-032-02935-5 978-3-032-02936-2","","10.1007/978-3-032-02936-2","https://link.springer.com/10.1007/978-3-032-02936-2","","2026","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","565","","","Business Process Management","Lecture Notes in Business Information Processing","","","","Springer Nature Switzerland","Cham","en","https://www.springernature.com/gp/researchers/text-and-data-mining","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-032-02936-2","","","","","","Er, Mahendrawathi; Gal, Avigdor; Grisold, Thomas; Santoro, Flavia; Weske, Mathias; Dijkman, Remco M.; Karastoyanova, Dimka; Aysolmaz, Banu; Bandara, Wasana; Revoredo, Kate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LA6EAHQC","bookSection","2026","Ciortea, Andrei; Castellucci, Matteo; Schultz, Kai; Lemée, Jérémy; Vachtsevanou, Danai; Gandon, Fabien; Mayer, Simon; Berger, Valentin; Burattini, Samuele; Ricci, Alessandro; Boissier, Olivier","Yggdrasil: An Artifact-Based Framework for Hypermedia Multi-Agent Systems","Agents and Multi-Agent Systems Development","978-3-032-01081-0 978-3-032-01082-7","","10.1007/978-3-032-01082-7_7","https://link.springer.com/10.1007/978-3-032-01082-7_7","","2026","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","181-207","","","","","","Yggdrasil","","","","","Springer Nature Switzerland","Cham","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-032-01082-7_7","","","","","","Collier, Rem; Mascardi, Viviana; Ricci, Alessandro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMXVDAK8","book","2026","","Agents and Multi-Agent Systems Development: Platforms, Toolkits, Technologies","","978-3-032-01081-0 978-3-032-01082-7","","10.1007/978-3-032-01082-7","https://link.springer.com/10.1007/978-3-032-01082-7","","2026","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","","","","Agents and Multi-Agent Systems Development","","","","","Springer Nature Switzerland","Cham","en","https://www.springernature.com/gp/researchers/text-and-data-mining","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-032-01082-7","","","","","","Collier, Rem; Mascardi, Viviana; Ricci, Alessandro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NDKPJWXW","bookSection","2024","Xiao, Lu; Zhao, Gengwu; Vierlboeck, Maximilian; Nilchiani, Roshanak","A Framework on Early Decoupling Level Metric Assessment Based on NLP4RE","The Proceedings of the 2023 Conference on Systems Engineering Research","978-3-031-49178-8 978-3-031-49179-5","","10.1007/978-3-031-49179-5_12","https://link.springer.com/10.1007/978-3-031-49179-5_12","","2024","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","179-194","","","","","","","","","","","Springer Nature Switzerland","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Conference on Systems Engineering Research Series DOI: 10.1007/978-3-031-49179-5_12","","","","","","Verma, Dinesh; Madni, Azad M.; Hoffenson, Steven; Xiao, Lu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6GNERAH5","book","2024","","The Proceedings of the 2023 Conference on Systems Engineering Research: Systems Engineering Towards a Smart and Sustainable World","","978-3-031-49178-8 978-3-031-49179-5","","10.1007/978-3-031-49179-5","https://link.springer.com/10.1007/978-3-031-49179-5","","2024","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","","","","The Proceedings of the 2023 Conference on Systems Engineering Research","Conference on Systems Engineering Research Series","","","","Springer Nature Switzerland","Cham","en","https://www.springernature.com/gp/researchers/text-and-data-mining","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-031-49179-5","","","","","","Verma, Dinesh; Madni, Azad M.; Hoffenson, Steven; Xiao, Lu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SYRDZGP9","bookSection","2024","Fatima, Iffat; Lago, Patricia","Towards a Sustainability-Aware Software Architecture Evaluation for Cloud-Based Software Services","Software Architecture. ECSA 2023 Tracks, Workshops, and Doctoral Symposium","978-3-031-66325-3 978-3-031-66326-0","","10.1007/978-3-031-66326-0_13","https://link.springer.com/10.1007/978-3-031-66326-0_13","","2024","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","200-216","","","14590","","","","","","","","Springer Nature Switzerland","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/978-3-031-66326-0_13","","","","","","Tekinerdoğan, Bedir; Spalazzese, Romina; Sözer, Hasan; Bonfanti, Silvia; Weyns, Danny","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4TZLUGXK","book","2024","","Software Architecture. ECSA 2023 Tracks, Workshops, and Doctoral Symposium: Istanbul, Turkey, September 18–22, 2023, Revised Selected Papers","","978-3-031-66325-3 978-3-031-66326-0","","10.1007/978-3-031-66326-0","https://link.springer.com/10.1007/978-3-031-66326-0","","2024","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","14590","","","Software Architecture. ECSA 2023 Tracks, Workshops, and Doctoral Symposium","Lecture Notes in Computer Science","","","","Springer Nature Switzerland","Cham","en","https://www.springernature.com/gp/researchers/text-and-data-mining","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-031-66326-0","","","","","","Tekinerdoğan, Bedir; Spalazzese, Romina; Sözer, Hasan; Bonfanti, Silvia; Weyns, Danny","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A8BLCY5N","bookSection","2024","Jones, Cliff B.","Clarifying Assumptions","The Application of Formal Methods","978-3-031-67113-5 978-3-031-67114-2","","10.1007/978-3-031-67114-2_3","https://link.springer.com/10.1007/978-3-031-67114-2_3","","2024","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","43-70","","","14900","","","","","","","","Springer Nature Switzerland","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/978-3-031-67114-2_3","","","","","","Foster, Simon; Sampaio, Augusto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9I5K467N","book","2024","","The Application of Formal Methods: Essays Dedicated to Jim Woodcock on the Occasion of His Retirement","","978-3-031-67113-5 978-3-031-67114-2","","10.1007/978-3-031-67114-2","https://link.springer.com/10.1007/978-3-031-67114-2","","2024","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","14900","","","The Application of Formal Methods","Lecture Notes in Computer Science","","","","Springer Nature Switzerland","Cham","en","https://www.springernature.com/gp/researchers/text-and-data-mining","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-031-67114-2","","","","","","Foster, Simon; Sampaio, Augusto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CMIEYIAF","bookSection","2020","Sobernig, Stefan","Variability Support in DSL Development","Variable Domain-specific Software Languages with DjDSL","978-3-030-42151-9 978-3-030-42152-6","","10.1007/978-3-030-42152-6_2","http://link.springer.com/10.1007/978-3-030-42152-6_2","","2020","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","33-72","","","","","","","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-030-42152-6_2","","","","","","","","","","","Sobernig, Stefan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DPFSZEUZ","book","2020","Sobernig, Stefan","Variable Domain-specific Software Languages with DjDSL: Design and Implementation","","978-3-030-42151-9 978-3-030-42152-6","","10.1007/978-3-030-42152-6","http://link.springer.com/10.1007/978-3-030-42152-6","","2020","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","","","","Variable Domain-specific Software Languages with DjDSL","","","","","Springer International Publishing","Cham","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-030-42152-6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S5MBSEG5","bookSection","2022","Paradis, Carlos; Kazman, Rick","Building the MSR Tool Kaiaulu: Design Principles and Experiences","Software Architecture","978-3-031-15115-6 978-3-031-15116-3","","10.1007/978-3-031-15116-3_6","https://link.springer.com/10.1007/978-3-031-15116-3_6","","2022","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","107-129","","","13365","","","Building the MSR Tool Kaiaulu","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/978-3-031-15116-3_6","","C:\Users\pinto\Zotero\storage\V8R7HFDV\Paradis and Kazman - 2022 - Building the MSR Tool Kaiaulu Design Principles and Experiences.pdf","","","","Scandurra, Patrizia; Galster, Matthias; Mirandola, Raffaela; Weyns, Danny","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NW7SGYHD","book","2022","","Software Architecture: 15th European Conference, ECSA 2021 Tracks and Workshops; Växjö, Sweden, September 13–17, 2021, Revised Selected Papers","","978-3-031-15115-6 978-3-031-15116-3","","10.1007/978-3-031-15116-3","https://link.springer.com/10.1007/978-3-031-15116-3","","2022","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","13365","","","Software Architecture","Lecture Notes in Computer Science","","","","Springer International Publishing","Cham","en","https://www.springer.com/tdm","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-031-15116-3","","","","","","Scandurra, Patrizia; Galster, Matthias; Mirandola, Raffaela; Weyns, Danny","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JWL7N6IX","bookSection","2021","Boy, Guy André","The Unavoidable Issue of Tangibility","Design for Flexibility","978-3-030-76390-9 978-3-030-76391-6","","10.1007/978-3-030-76391-6_7","https://link.springer.com/10.1007/978-3-030-76391-6_7","","2021","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","73-91","","","","","","","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Human–Computer Interaction Series DOI: 10.1007/978-3-030-76391-6_7","","","","","","","","","","","Boy, Guy André","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JEKNNT3E","book","2021","Boy, Guy André","Design for Flexibility: A Human Systems Integration Approach","","978-3-030-76390-9 978-3-030-76391-6","","10.1007/978-3-030-76391-6","https://link.springer.com/10.1007/978-3-030-76391-6","","2021","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","","","","","","","Design for Flexibility","Human–Computer Interaction Series","","","","Springer International Publishing","Cham","en","https://www.springer.com/tdm","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-030-76391-6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZXV5P9K","bookSection","2021","Johannesson, Paul; Perjons, Erik","Design and Develop Artefact","An Introduction to Design Science","978-3-030-78131-6 978-3-030-78132-3","","10.1007/978-3-030-78132-3_7","https://link.springer.com/10.1007/978-3-030-78132-3_7","","2021","2026-02-18 20:21:38","2026-02-18 20:21:38","2026-02-18 20:21:38","121-136","","","","","","","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-030-78132-3_7","","","","","","","","","","","Johannesson, Paul; Perjons, Erik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
